AAPL,NVDA,TSLA,META
-0.027283611300360493,0.033502519935909254,0.003099673103658058,-0.012417079794892653
0.025642437568487445,-0.008972510640947786,0.021857165705963834,0.013881380728077285
-0.00514460339883883,0.04198209486898594,-0.007919294852611359,0.013287279227974381
0.00958213554171928,0.009434659516495721,-0.00924460786068585,0.014224230870499188
0.011917786335941706,-0.001838859275954842,-0.009097683584931696,0.05160778912208429
0.002890695894662665,-0.01359015141889124,0.02189168871378688,0.007194294731144647
-0.015012602561207324,-0.00446737251948337,-0.019718078031379437,-0.012563084212631765
-0.012271192079450127,0.01524155551284448,0.0034062276545409947,0.014762420080633483
0.004542378628384292,0.00811939742045385,0.04587275846182932,-0.040902453726725754
0.0015092306284053057,-0.008324522626555897,0.014437208664382839,-0.005653442288481355
-0.0023337604576545296,0.012790435886803255,0.03217472594711166,-0.012283781776001064
0.012565287081586734,0.003285420482764267,9.862134908657855e-05,-0.0020195663506563802
-0.002786354959177797,0.022900082147884065,0.001661168327351945,0.021630072509121145
0.0007479601557321281,0.01774625628813906,0.005205072568156722,0.011220395414054774
-0.004778179889371821,-0.013218805114307054,-0.021971130346089583,0.0014869015332442026
-0.00034242598929556126,-0.0034920925935379814,0.02075293960905606,-0.005240759023916913
-0.003359546835454126,-0.01784734911337202,-0.005295892009324611,-0.0013281320903965953
0.001784225510714689,-0.011959370736446323,-0.003061037245157465,-0.0032452763908290033
0.020560366219742724,0.010403079391102441,0.020181504916966016,0.007445302249865961
0.001409529557998162,0.014117690585658416,-0.0070584091033222005,0.001460324670394704
0.013456935340010375,-0.01185937277354095,-0.04418754471286682,0.009263834054100677
-0.0061728920899620935,-0.024971084894893376,-0.03027123516946714,-0.02237311328411175
-0.0258319126788481,-0.021715971233315676,0.03437259258571844,-0.008404566080578392
0.002320324017361314,0.039038747270854345,-0.022783267048393844,-0.000928978532332712
0.010105780879172141,0.050140956917414735,0.010031571629142592,0.011896937196547275
0.01020484104907537,0.05340961121855998,0.03756503320848795,0.011014028357791004
-0.0006018720878220173,-0.007542603785653444,0.0030958501857263057,0.005926934585899238
-0.008456777224219345,0.019088889739248827,0.0038177489873267093,0.007848745596896163
-0.005542196773232986,-0.006549218465679486,-0.014217568331421088,-0.010945062427401859
0.007158735249284679,0.025413041082155374,0.015229452832627683,0.022388882970856394
0.02996386919939803,0.0022945064566253725,0.026324794631827943,0.021320494884764223
-0.008460618136150844,-0.013268541709469317,0.0065592749200010505,-0.003368253347773115
0.004469063579658662,0.002498373114506633,-0.002217981262751364,0.007013153255378927
0.007446931672234457,-0.002007290115372636,-0.00231847373209337,-0.017879139737719523
0.004221360592100506,0.019762429175313373,0.0016098361025145228,0.0026081357195002867
0.015370456793018385,-0.007955152203900716,0.026035942688487673,0.015611235261923873
-0.010134614218779408,-0.014355648031748961,0.0012609548743898497,-0.01213576185823524
-0.006727687027214024,-0.007278330516066705,0.001312369553312357,0.0011382476519641662
-0.033661899872690484,0.013481555237417678,-0.024935356375548032,0.001823806107748397
0.0038856648036833027,-0.014609198159107077,0.009099139444443169,-0.005773451694333188
-0.009607905185810933,0.004054214028348356,0.002003341828722264,5.306447551702711e-05
0.0061248595732832575,0.0044411867813356504,0.015117058319369688,-0.006955609895861145
-0.001611870498339899,-0.004441186781335635,0.0015335851645735571,-0.0023027571991920755
-0.018518278044667574,-0.01549567709123778,0.0032970919669145526,-0.022609401187028744
-0.021592272215761807,-0.036597504278911897,-0.03936976129858423,-0.025042136590547236
0.003421848412675401,0.006279569383283507,0.012534643183807646,0.004991625680043981
0.01673175044976485,0.03218846260851645,0.01684451236014587,-0.04073683790628097
0.006696916484158574,0.024357789244683008,0.002258262820491851,0.007980606399678042
0.0006125599887859161,-0.017997330072270876,0.027160841972020323,0.020031553156853586
-0.01060606514672318,-0.0192504271558728,0.021677401377557137,0.0017550055242341982
-0.024089206787482914,-0.04538180432132775,-0.017592195347548873,-0.03725421716115515
0.006462070621100904,-0.008831368000079437,0.0048111864344248965,-0.0030575609376602983
-0.00935545267193575,0.00965216600556968,-0.0074897880450971975,-0.0006479024849161077
0.008094294522593231,0.0012546605410586502,-0.00033534501293734615,0.010609481924604718
-0.024913073374629665,-0.04991907074448843,0.008106673348889567,-0.05015680636022852
0.014059016683796166,0.03579010378978705,-0.0012035741082394261,0.020419716230355163
0.006286935045941884,0.012102043128768716,0.002763320999873195,0.0020402719809817418
0.009043777425927145,0.017953633531228714,0.01377889392912291,-0.013336461897137272
-0.0027254582278177656,-0.011645445184048411,-0.010284539562274665,0.0025179674402217686
-0.0006300166017198307,-0.006549960837487126,0.008177997401230774,-0.014035256152467195
-0.009144781238999849,-0.0011603040074802552,0.01725061613832015,-0.0051756406216547455
-0.0042489719067467365,0.012881464427075757,0.006630349593761303,0.0023754349598909936
0.020023898328568497,0.037816625318087466,0.008886865672994949,0.01221934746908725
0.007484527007655238,0.005320097012222091,0.02974907491710917,-0.011541524385487702
0.011736900322565432,0.01633271179631975,0.03161711443997285,0.03205844575264449
0.014967361770799681,0.0030556197204309864,-0.006734486474692475,0.013771281372662196
0.003355742519188098,-0.00842496168456967,0.0017687488821671587,0.0023209588878593023
0.0014728579581190107,0.026299056172300283,0.03205181901693134,0.0032225077408481306
-0.005299226556344819,0.001497332169824454,0.017387072543931938,-0.05183523566411511
-0.00033613189471627956,0.01917611730211932,0.11921843486746743,0.01249063055240213
0.004564442278149234,0.06480560154859694,-0.0062938149592970775,-0.03997440197852788
-0.0031526488787621695,-0.010820353062681087,0.018898727534898532,-0.011432791167387078
0.024684560152651108,0.019841865445996833,0.03705562944417333,0.014941317616076975
-0.018322597210680282,0.024789600046477712,0.03374062327713504,0.020766167789669596
-0.005623181846734799,0.010117926974058517,0.08149724419582528,0.019616720200680806
0.007090838614330855,0.021981297031265327,-0.03074274797958024,-0.005774825249137379
0.009750866292358294,0.007434219300837029,0.03509368755165895,0.010732261646351339
-0.003504628607887965,0.11370598925586634,0.01313564628546233,0.012674987143358579
0.0035756133258778113,-0.0016456529473158567,-0.006378469186125081,0.015599102890933601
-0.005567764883238869,0.03474827621049195,-0.04961124617557869,-0.007385128322354718
0.0024563232852151578,-0.004783578883769632,-0.12772318728902374,-0.00964404851934508
-0.019349441707239373,-0.0398614669686883,0.04251283809069096,-0.02331898503208361
-0.0003379172405088385,0.0311140506828603,-0.0041661953768667185,0.00030504668357368876
0.014235295221279417,0.0,-0.028701065279561472,0.03933931087147256
6.65956105622475e-05,-0.012083167878139085,-0.01957254315692035,0.019377471855188347
0.006644602669258666,0.005910763390835959,0.03998366090579434,-0.013323610376019755
0.01635564706099634,-0.03168564251248709,0.031984216103858806,-0.006406130160841831
0.02813634541024196,0.07927215416172693,0.006744812791821567,-0.0061224273260064655
0.01683363522132214,0.04052521459115991,0.03643213445735007,0.01932837270682872
0.002923150591896515,-0.031692983482851336,0.017272096909531555,-0.01250162234460527
0.0024189891410632803,-0.006593264960888985,-0.04223229344871564,-0.011087293067334627
0.0032783462968643193,0.028812649533942015,0.006265105659810634,0.01123380289081849
-0.0321910853201868,-0.03649652963843195,-0.031013582803841335,-0.023555810442167667
0.02163795117725339,0.05775452320033399,0.04964715675134432,0.014632020366600268
0.031089277100991568,-0.021196617518006895,0.006810578672784683,-0.040972394719658446
-0.0032114117213328805,-0.038596231670528044,-0.044440653310942796,-0.04365635996777304
-0.006148703080013423,0.021743562112573098,-0.009543130353379798,-0.00067620280410689
-0.01179392031384488,-0.04563101624148554,-0.0663521763056877,-0.011503154624209004
0.021274981356811516,-0.021604545937548705,-0.005889394805839068,0.03531607753468945
0.03483248957813689,0.07656120000913708,0.04148581070093519,0.01542134395791448
0.022527500293788878,-0.018707619318746968,0.016230761245708623,0.02372424092091797
-0.002974434715236558,-0.0428849339833905,-0.06289341727027524,-0.0022410195216813786
0.027627974143193942,-0.009623002869572473,0.013093827482800639,-0.00021246556849494413
-0.02089096435412064,-0.0698376986101769,-0.051053775924629424,0.014272263641267586
-0.008055459341890572,0.006230458173774181,-0.008208173270999982,-0.002244639036826259
0.028110148682744973,0.07221310877232336,0.018072325435531507,0.0234536271778049
-0.040055530980323696,-0.07045024319007985,-0.051585055672323236,-0.019983893501456833
-0.006522949909962197,-0.020859149140381384,0.006076947341899706,-0.003319848140192377
-0.008154995850228263,-0.002953876533568796,-0.03561605979548491,-0.025303290088073135
0.01890682588923183,0.04776048316731104,0.04198665654283043,0.026530952112346858
0.015202780888156096,0.011115910523396584,0.07227140942458773,-0.011284501535383266
0.003637010969647588,0.008130135305219851,0.05602002567418564,0.014391204926169838
0.02271502470787213,0.043086686268785424,0.02493491640225287,0.032112333502717125
-0.0057837043095094656,-0.02033786232859717,-0.0050128185500081576,0.00011551257919494914
0.0005016505661739299,-0.010642968880987145,-0.002096907250306926,-0.009518868443783343
-0.006599849659123502,-0.013929288921901982,-0.014699782732613053,0.004132071627689459
-0.0035414094661226185,-0.005932492033601419,-0.012749774874751605,-0.023535444188079048
0.02469649718936306,0.02385370592427821,0.1269116289226746,0.006490040562193161
-0.012772777679278398,-0.027976359624617687,-0.04273287830059682,-0.005954834265552253
-0.026960098636095088,-0.05928554854665697,-0.054953895352910696,-0.037419244567147424
-0.01683419117256262,0.020580802430665342,-0.021758379841487693,0.02525138798331913
0.0009879770634837691,-0.03359797243451197,-0.03609004895021842,-0.0020171796107865546
0.00011593917566449824,0.005599418758956914,0.029890740749494566,-0.011275346757472002
0.016644536798921784,0.015104360694339089,0.005917481776156395,0.019021133729073922
0.00256707251940617,0.006521593378176918,0.03853754612843837,-0.003325119441576591
-0.019211609318327834,-0.05219786967882078,-0.06987655465675016,-0.020554269359616024
0.005097531022960072,0.013715357957333356,0.017346435457551865,0.016464886830164577
-0.019074747033779316,-0.03932748772586138,-0.018364847454341894,-0.04231067333246491
-0.02124895737172092,-0.032806819739085176,-0.03441330009854252,0.004516035490057593
